id,tags,rooms,price,is_exclusive,highlighting_level,estate_type,area,address,latitude,longitude,new_bedrooms_count
3465382,"1 pièce, 16 m², Étage 1/5",1,950,f,2,Studio,16.10169491525424,Paris 18ème,48.8921294,2.3489558,0
3465654,"5 pièces, 4 chambres, 118 m², Étage 6/–, Balcon, Ascenseur",5,2850,f,2,Appartement,118.75,Clichy,48.9026,2.30551,4
3477851,"3 pièces, 2 chambres, 83 m², Étage 6/6, Balcon, Ascenseur",3,2991,t,3,Appartement,83.08333333333333,Neuilly-sur-Seine,48.884683,2.2695658,2
3478009,"4 pièces, 2 chambres, 113 m², Étage 2/–",4,3590,f,3,Appartement,112.1875,Neuilly-sur-Seine,48.884683,2.2695658,2
3530447,"5 pièces, 4 chambres, 141 m², Étage 1/–, Ascenseur",5,10000,f,3,Appartement,140.8450704225352,Paris 16ème,48.856779,2.2724945,4
3530469,"1 pièce, 29 m², Étage 3/6, Ascenseur",1,1760,t,3,Studio,28.852459016393443,Paris 16ème,48.856779,2.2724945,0
3530526,"5 pièces, 3 chambres, 140 m², Étage 6/–, 2 balcons, Ascenseur",5,5150,t,2,Appartement,139.1891891891892,Paris 16ème,48.856779,2.2724945,3
3532507,"8 pièces, 4 chambres, 215 m², Étage 2/–, Ascenseur",8,25000,t,2,Appartement,215.51724137931035,Paris 16ème,48.856779,2.2724945,4
3534241,"5 pièces, 3 chambres, 123 m², Étage 7/7",5,6720,t,2,Appartement,122.1818181818182,Paris 7ème,48.857274,2.318348,3
3534345,"3 pièces, 2 chambres, 48 m², Étage 1/6, Ascenseur",3,2460,t,3,Appartement,48.23529411764706,Paris 17ème,48.8791008,2.28743,2
3534813,"4 pièces, 3 chambres, 91 m², Étage 5/8, Balcon, Parking, Ascenseur",4,2300,t,3,Appartement,92.0,Meudon,48.8126688,2.2385432,3
3535528,"4 pièces, 3 chambres, 88 m², Étage 3/0",4,1872,t,3,Appartement,89.14285714285714,Mareil-Marly,48.8823232,2.0764516,3
3535773,"4 pièces, 2 chambres, 85 m², Étage 1/3",4,2038,f,2,Appartement,84.91666666666667,Saint-Germain-en-Laye,48.8990413,2.0942792,2
3536237,"4 pièces, 3 chambres, 97 m², Étage 42/47, Parking, Ascenseur",4,2670,f,3,Appartement,95.35714285714286,Puteaux,48.8841522,2.2368863,3
3539050,"4 pièces, 3 chambres, 87 m²",4,1799,f,2,Appartement,85.66666666666667,Châtillon,46.6591772,5.7302769,3
3539666,"4 pièces, 3 chambres, 105 m², Étage 1/–, Balcon, Ascenseur",4,2390,f,2,Appartement,103.91304347826087,Saint-Germain-en-Laye,48.8990413,2.0942792,3
3541092,"3 pièces, 2 chambres, 78 m², Étage 0/3, Parking, Ascenseur",3,1504,f,2,Appartement,79.15789473684211,Le Pecq,48.8972505,2.1066273,2
3541350,"3 pièces, 2 chambres, 71 m², Étage 1/7, Parking, Ascenseur",3,1705,f,2,Appartement,71.04166666666667,Clichy,48.9026,2.30551,2
3542914,"3 pièces, 1 chambre, 57 m², Étage 0/4",3,1074,f,3,Appartement,56.526315789473685,Louveciennes,48.8616969,2.1130641,0
3544094,"3 pièces, 2 chambres, 66 m², Étage 6/0, Balcon, Parking, Ascenseur",3,1295,t,2,Appartement,64.75,Bagneux,49.458056,3.279444,2
3544164,"4 pièces, 3 chambres, 86 m², Étage 3/–, Balcon",4,2513,f,3,Appartement,86.65517241379311,Suresnes,48.8709053,2.2255727,3
3545077,"4 pièces, 3 chambres, 90 m², Étage 5/–, Balcon, Box, Ascenseur",4,2195,f,2,Appartement,91.45833333333331,Courbevoie,48.8953328,2.2561602,3
3545090,"5 pièces, 4 chambres, 108 m², Étage 17/–, Balcon, Terrasse, Ascenseur",5,2495,f,2,Appartement,108.47826086956522,Asnières-sur-Seine,48.9105948,2.2890454,4
3548818,"1 pièce, 31 m², Étage 0/0",1,775,f,3,Studio,31.0,Orsay,48.699184,2.187457,0
3549214,"3 pièces, 2 chambres, 99 m², Étage 1/9, Ascenseur",3,4300,t,3,Appartement,100.0,Paris 16ème,48.856779,2.2724945,2
3549345,"1 pièce, 35 m², Étage 7/7, Terrasse, Ascenseur",1,3025,t,3,Studio,35.174418604651166,Paris 16ème,48.856779,2.2724945,0
3549925,"2 pièces, 1 chambre, 48 m², Étage 1/–, Balcon, Box",2,920,t,3,Appartement,48.42105263157895,Guyancourt,48.7709414,2.0706084,0
3550894,"6 pièces, 4 chambres, 167 m², Étage 3/6, Ascenseur",6,6300,f,2,Appartement,165.78947368421052,Paris 8ème,48.8670978,2.3131224,4
3551088,"1 pièce, 29 m², Terrasse, Box",1,718,f,2,Studio,28.72,Massy,49.6902106,1.399492,0
3551312,"2 pièces, 1 chambre, 44 m², Étage 5/6, Balcon, Ascenseur",2,2760,t,3,Appartement,43.80952380952381,Paris 9ème,48.875796,2.327775,0
3553083,"3 pièces, 2 chambres, 40 m², Étage 2/2, Parking",3,870,t,2,Appartement,39.54545454545455,Morsang-sur-Orge,48.6641415,2.3527728,2
3553562,"5 pièces, 4 chambres, 107 m², Étage 16/–, Balcon, Terrasse, Ascenseur",5,2495,f,2,Appartement,108.47826086956522,Asnières-sur-Seine,48.9105948,2.2890454,4
3553932,"4 pièces, 2 chambres, 114 m², Étage 1/0, Balcon, Parking, Ascenseur",4,4485,f,2,Appartement,115.0,Paris 7ème,48.857274,2.318348,2
3554518,"3 pièces, 2 chambres, 59 m², Étage 2/0, 3 balcons",3,3000,f,2,Appartement,58.8235294117647,Paris 17ème,48.8791008,2.28743,2
3555047,"3 pièces, 2 chambres, 80 m², Étage 8/–, Balcon, Terrasse, Parking, Ascenseur",3,2300,f,2,Appartement,79.3103448275862,Puteaux,48.8841522,2.2368863,2
3603754,"4 pièces, 3 chambres, 86 m², Étage 3/–, Balcon, Parking",4,1645,f,3,Appartement,86.57894736842105,Rueil-Malmaison,48.87778,2.1802832,3
3658337,"5 pièces, 3 chambres, 190 m², Étage 4/–, Ascenseur",5,18000,f,3,Appartement,189.4736842105264,Paris 7ème,48.857274,2.318348,3
3658819,"5 pièces, 3 chambres, 80 m², Étage 2/–, Balcon, Ascenseur",5,1760,t,3,Appartement,80.0,Saint-Cloud,48.8437412,2.219344,3
3658987,"4 pièces, 3 chambres, 155 m², Étage 4/–, Ascenseur",4,20460,t,2,Appartement,155.0,Paris 7ème,48.857274,2.318348,3
3659004,"3 pièces, 2 chambres, 98 m², Étage 11/–",3,5350,f,2,Appartement,97.27272727272728,Paris 15ème,48.8359147,2.2931262,2
3659050,"6 pièces, 4 chambres, 166 m², Étage 1/2, Terrasse, Box",6,4270,t,2,Appartement,164.23076923076923,Le Pecq,48.8972505,2.1066273,4
3659303,"3 pièces, 2 chambres, 74 m², Étage 1/–, Terrasse, Ascenseur",3,1665,f,2,Appartement,72.3913043478261,Sartrouville,48.9409016,2.1585037,2
3659320,"6 pièces, 4 chambres, 227 m², Étage 4/–, Balcon, Ascenseur",6,8600,f,2,Appartement,226.31578947368425,Paris 16ème,48.856779,2.2724945,4
3659329,"6 pièces, 4 chambres, 273 m², Étage 3/–, 3 balcons, Ascenseur",6,8250,f,2,Appartement,275.0,Paris 16ème,48.856779,2.2724945,4
3659764,"5 pièces, 4 chambres, 109 m², Étage 0/–, Jardin",5,2491,f,2,Appartement,108.30434782608695,Sartrouville,48.9409016,2.1585037,4
3659765,"4 pièces, 3 chambres, 84 m², Étage 4/–, Terrasse, Ascenseur",4,2057,f,2,Appartement,82.28,Sartrouville,48.9409016,2.1585037,3
3663161,"7 pièces, 4 chambres, 227 m², Étage 4/–, Ascenseur",7,8600,f,2,Appartement,226.31578947368425,Paris 16ème,48.856779,2.2724945,4
3663602,"2 pièces, 1 chambre, 32 m², Étage 1/0",2,850,f,2,Appartement,31.48148148148148,Cernay-la-Ville,48.6731134,1.974341,0
3664821,"4 pièces, 3 chambres, 103 m², Étage 1/–, 2 balcons, Parking, Ascenseur",4,3750,f,2,Appartement,104.16666666666669,Boulogne-Billancourt,48.8356649,2.240206,3
3665404,"3 pièces, 2 chambres, 109 m², Étage 0/–, Terrasse",3,8800,f,2,Appartement,108.64197530864196,Paris 8ème,48.8670978,2.3131224,2
3666431,"2 pièces, 1 chambre, 53 m², Étage 0/–, Terrasse",2,2471,f,3,Appartement,53.71739130434783,Levallois-Perret,48.892956,2.2881683,0
3666497,"1 pièce, 15 m², Terrasse, Jardin",1,950,f,2,Studio,15.07936507936508,Créteil,48.7771486,2.4530731,0
3666574,"2 pièces, 1 chambre, 36 m²",2,1230,f,2,Appartement,36.1764705882353,Issy-les-Moulineaux,48.8250508,2.273457,0
3666582,"1 pièce, 15 m², Terrasse, Jardin",1,1100,f,2,Studio,15.068493150684931,Créteil,48.7771486,2.4530731,0
3666583,"1 pièce, 15 m², Terrasse, Jardin",1,1100,f,2,Studio,15.068493150684931,Créteil,48.7771486,2.4530731,0
3666584,"1 pièce, 15 m², Terrasse, Jardin",1,950,f,2,Studio,15.07936507936508,Colombes,48.922788,2.2543577,0
3666585,"1 pièce, 15 m², Terrasse, Jardin",1,1100,f,2,Studio,15.068493150684931,Créteil,48.7771486,2.4530731,0
3666776,"1 pièce, 15 m², Terrasse, Jardin",1,1100,f,2,Studio,15.068493150684931,Créteil,48.7771486,2.4530731,0
3680694,"6 pièces, 3 chambres, 200 m², Étage 5/5, Balcon, Parking, Ascenseur",6,6300,f,3,Appartement,203.2258064516129,Paris 17ème,48.8791008,2.28743,3
3680709,"4 pièces, 2 chambres, 100 m², Étage 9/–, 2 balcons, Terrasse, Parking, Ascenseur",4,8400,f,3,Appartement,100.0,Paris 16ème,48.856779,2.2724945,2
3680822,"1 pièce, 34 m², Étage 2/0",1,940,f,3,Studio,34.81481481481482,Saint-Germain-en-Laye,48.8990413,2.0942792,0
3680978,"5 pièces, 4 chambres, 123 m², Étage 9/–, Balcon, Terrasse, Parking",5,3500,f,2,Appartement,125.0,Levallois-Perret,48.892956,2.2881683,4
3700771,"4 pièces, 3 chambres, 82 m², Étage 1/–, Ascenseur",4,1940,f,2,Appartement,80.83333333333333,Clichy,48.9026,2.30551,3
3700784,"3 pièces, 2 chambres, 90 m², Étage 5/–, Balcon, Ascenseur",3,13000,f,2,Appartement,90.27777777777776,Paris 8ème,48.8670978,2.3131224,2
3718081,"5 pièces, 4 chambres, 107 m², Étage 7/–, Terrasse",5,3195,f,3,Appartement,106.5,Suresnes,48.8709053,2.2255727,4
3718088,"1 pièce, 33 m², Étage 0/–",1,1300,f,3,Studio,32.5,Levallois-Perret,48.892956,2.2881683,0
3718090,"4 pièces, 3 chambres, 86 m², Étage 3/–, Balcon",4,2488,f,3,Appartement,85.79310344827586,Suresnes,48.8709053,2.2255727,3
3718093,"2 pièces, 1 chambre, 61 m², Étage 7/–, Ascenseur",2,2148,f,3,Appartement,61.371428571428574,Paris 17ème,48.8791008,2.28743,0
3718101,"1 pièce, 46 m², Étage 0/–",1,885,f,3,Studio,46.578947368421055,Chilly-Mazarin,48.7026161,2.3123582,0
3726230,"4 pièces, 3 chambres, 98 m², Étage 0/7, Ascenseur",4,5090,t,3,Appartement,97.8846153846154,Paris 16ème,48.856779,2.2724945,3
3727714,"2 pièces, 1 chambre, 48 m², Étage 1/0, Balcon, Parking",2,1400,f,2,Appartement,48.27586206896552,Saint-Cloud,48.8437412,2.219344,0
3734931,"4 pièces, 3 chambres, 79 m², Étage 3/4, Balcon, Parking, Ascenseur",4,1390,f,2,Appartement,77.22222222222223,L'Haÿ-les-Roses,48.7790514,2.3373021,3
3735045,"5 pièces, 3 chambres, 123 m², Étage 0/0",5,1740,f,2,Appartement,124.28571428571428,Châtenay-Malabry,48.7670404,2.2775316,3
3735088,"3 pièces, 2 chambres, 61 m², Étage 0/–, Balcon, Ascenseur",3,1250,f,2,Appartement,62.5,Asnières-sur-Seine,48.9105948,2.2890454,2
3735146,"3 pièces, 2 chambres, 63 m², Étage 4/–, Ascenseur",3,2288,f,2,Appartement,63.55555555555556,Paris 8ème,48.8670978,2.3131224,2
3735147,"5 pièces, 3 chambres, 130 m², Étage 3/–, Parking",5,4045,f,2,Appartement,130.48387096774192,Paris 16ème,48.856779,2.2724945,3
3735244,"3 pièces, 2 chambres, 63 m², Étage 2/5, Balcon, Parking, Ascenseur",3,1950,f,2,Appartement,62.903225806451616,Boulogne-Billancourt,48.8356649,2.240206,2
3735329,"5 pièces, 3 chambres, 93 m², Étage 1/–, 2 balcons, Parking, Ascenseur",5,3200,f,2,Appartement,94.11764705882354,Paris 10ème,48.8820678,2.3670778,3
3735334,"4 pièces, 3 chambres, 107 m², Étage 0/–, Terrasse, Box",4,1800,t,2,Appartement,105.88235294117646,Marly-le-Roi,48.8681762,2.0965935,3
3736268,"4 pièces, 3 chambres, 77 m², Étage 2/6, Balcon, Ascenseur",4,2199,f,3,Appartement,75.82758620689656,Clichy,48.9026,2.30551,3
3738527,"3 pièces, 2 chambres, 75 m², Étage 4/–, Balcon, Terrasse, Ascenseur",3,1530,f,2,Appartement,76.5,Saint-Ouen,50.03683,2.1223737,2
3738531,"3 pièces, 2 chambres, 71 m², Étage 2/–, Balcon, Ascenseur",3,1421,f,2,Duplex,71.05,Saint-Ouen,50.03683,2.1223737,2
3738535,"2 pièces, 1 chambre, 47 m², Étage 0/–, Terrasse, Jardin, Ascenseur",2,1150,f,2,Appartement,47.91666666666666,Saint-Ouen,50.03683,2.1223737,0
3738647,"4 pièces, 3 chambres, 88 m², Étage 4/–, Ascenseur",4,1680,f,2,Appartement,88.42105263157895,Saint-Ouen,50.03683,2.1223737,3
3739468,"3 pièces, 2 chambres, 65 m², Étage 2/2, Parking",3,1224,f,2,Appartement,64.42105263157895,Gif-sur-Yvette,48.7018823,2.134529,2
3740890,"3 pièces, 2 chambres, 65 m², Étage 2/–",3,1150,f,2,Appartement,63.888888888888886,Sevran,48.937634,2.5298164,2
3740994,"5 pièces, 3 chambres, 109 m², Étage 0/4, Box, Ascenseur",5,1950,t,2,Appartement,108.33333333333331,Versailles,48.8035403,2.1266886,3
3741111,"4 pièces, 3 chambres, 92 m², Étage 0/2, Parking, Ascenseur",4,2160,f,2,Appartement,93.91304347826087,Clichy,48.9026,2.30551,3
3741221,"2 pièces, 1 chambre, 46 m², Étage 4/–, Balcon",2,994,t,2,Appartement,45.18181818181818,Franconville,48.5000906,6.4527267,0
3743076,"4 pièces, 3 chambres, 86 m², Étage 4/–, Balcon, Ascenseur",4,1900,f,2,Appartement,86.36363636363636,Clichy,48.9026,2.30551,3
3748282,"2 pièces, 1 chambre, 51 m², Étage 1/–, Balcon, Ascenseur",2,2400,f,3,Appartement,50.0,Paris 16ème,48.856779,2.2724945,0
3750653,"4 pièces, 2 chambres, 91 m², Étage 3/0, Ascenseur",4,2239,f,2,Appartement,89.56,Levallois-Perret,48.892956,2.2881683,2
3752592,"1 pièce, 15 m², Étage 0/0, Jardin",1,600,f,2,Studio,15.0,Aulnay-sous-Bois,48.934231,2.499789,0
3753209,"2 pièces, 1 chambre, 37 m², Étage 0/2, Terrasse, Jardin, Parking",2,910,f,2,Appartement,36.4,Gif-sur-Yvette,48.7018823,2.134529,0
3753443,"1 pièce, 23 m², Étage 0/0, Jardin",1,680,f,2,Studio,22.666666666666668,Saint-Forget,48.7094457,1.99396,0
3754192,"3 pièces, 2 chambres, 68 m², Étage 3/4, Balcon, Parking",3,1370,f,2,Appartement,68.5,Rueil-Malmaison,48.87778,2.1802832,2
3754243,"1 pièce, 25 m², Étage 0/0, Terrasse, Jardin",1,950,f,2,Studio,25.0,La Varenne Saint Hilaire,48.792877,2.5130174,0
3755582,"3 pièces, 2 chambres, 100 m², Étage 1/1, Parking",3,900,t,2,Appartement,100.0,Guiry-en-Vexin,49.1099698,1.8504387,2
3757870,"3 pièces, 2 chambres, 68 m², Étage 1/–, Ascenseur",3,1740,f,2,Appartement,66.92307692307692,Clichy,48.9026,2.30551,2
3757891,"3 pièces, 2 chambres, 61 m², Étage 0/–, Balcon, Terrasse, Jardin, Ascenseur",3,1500,f,2,Appartement,60.0,Clichy,48.9026,2.30551,2
3770579,"6 pièces, 4 chambres, 120 m², Étage 3/4, 5 balcons, Terrasse, Parking, Ascenseur",6,2600,t,3,Duplex,118.1818181818182,La Celle-Saint-Cloud,48.8478753,2.136145,4
3770742,"2 pièces, 1 chambre, 52 m², Étage 6/–, Ascenseur",2,2500,f,2,Appartement,52.083333333333336,Paris 17ème,48.8791008,2.28743,0
3771396,"3 pièces, 2 chambres, 66 m², Étage 2/–, Balcon",3,970,t,2,Appartement,64.66666666666667,Linas,48.6306286,2.2701898,2
3772271,"3 pièces, 2 chambres, 55 m², Parking",3,987,t,3,Appartement,54.833333333333336,Les Clayes-sous-Bois,48.8214478,1.9871825,2
3783808,"3 pièces, 2 chambres, 98 m², Étage 2/2, Terrasse, Parking",3,2100,f,3,Appartement,100.0,Le Plessis-Robinson,48.7811049,2.2619632,2
3784826,"3 pièces, 2 chambres, 62 m², Étage 2/14, 2 balcons, Ascenseur",3,1050,t,3,Appartement,61.76470588235294,Créteil,48.7771486,2.4530731,2
3784884,"4 pièces, 3 chambres, 109 m², Étage 2/5, Ascenseur",4,1950,f,3,Appartement,108.33333333333331,Asnières-sur-Seine,48.9105948,2.2890454,3
3784961,"6 pièces, 3 chambres, 215 m², Étage 2/–, Ascenseur",6,8500,f,2,Appartement,212.5,Paris 8ème,48.8670978,2.3131224,3
3794560,"2 pièces, 1 chambre, 38 m², Étage 3/–, Box, Ascenseur",2,1273,f,3,Appartement,38.57575757575758,Puteaux,48.8841522,2.2368863,0
3795965,"7 pièces, 6 chambres, – m², Étage 3/–, Balcon",7,600,t,3,Appartement,13.953488372093023,Champs-sur-Marne,48.8526892,2.6027219,6
3796271,"4 pièces, 3 chambres, 105 m², Étage 2/2",4,1990,f,3,Appartement,104.73684210526316,Versailles,48.8035403,2.1266886,3
3800362,"1 pièce, 19 m², Étage 0/5",1,800,f,3,Studio,19.047619047619047,Versailles,48.8035403,2.1266886,0
3800594,"2 pièces, 1 chambre, 40 m², Étage 1/2, Parking",2,745,t,3,Appartement,41.388888888888886,Maule,43.2233373,-0.8885873,0
3807863,"3 pièces, 2 chambres, 106 m², Étage 6/6, Ascenseur",3,3396,f,2,Appartement,106.125,Paris 8ème,48.8670978,2.3131224,2
3809368,"4 pièces, 3 chambres, 80 m², Étage 16/–, Parking, Ascenseur",4,1290,t,3,Appartement,80.625,Colombes,48.922788,2.2543577,3
3809384,"2 pièces, 1 chambre, 57 m², Étage 0/–, Terrasse",2,1550,t,3,Appartement,57.407407407407405,Saint-Maur-des-Fossés,48.8033057,2.4853015,0
3809460,"3 pièces, 2 chambres, 100 m², Étage 1/–, Balcon",3,3990,t,3,Appartement,99.75,Paris 16ème,48.856779,2.2724945,2
3813575,"5 pièces, 4 chambres, 170 m², Étage 1/–, Ascenseur",5,11900,t,3,Appartement,170.0,Paris 5ème,48.8385825,2.3499612,4
3816560,"3 pièces, 2 chambres, 54 m², Étage 1/4, Balcon, Parking",3,1150,t,2,Appartement,54.76190476190476,Chevilly-Larue,48.7714153,2.3469255,2
3850167,"3 pièces, 2 chambres, 49 m², Étage 3/3",3,1100,t,2,Appartement,50.0,Épinay-sur-Seine,48.9525181,2.3145039,2
3852725,"2 pièces, 1 chambre, 41 m², Étage 3/7, Ascenseur",2,2060,t,3,Appartement,41.2,Paris 16ème,48.856779,2.2724945,0
3857842,"2 pièces, 1 chambre, 42 m², Étage 2/2",2,820,f,2,Appartement,41.0,Brie-Comte-Robert,48.6904522,2.6166737,0
3876890,"1 pièce, 13 m², Étage 0/0",1,630,f,2,Studio,13.404255319148936,Saint-Mandé,48.8432434,2.4159739,0
3884238,"5 pièces, 4 chambres, 105 m², Étage 7/7, Balcon, Terrasse, Ascenseur",5,2871,f,2,Duplex,106.33333333333331,Courbevoie,48.8953328,2.2561602,4
3888173,"3 pièces, 2 chambres, 62 m², Étage 2/5, Balcon, Parking, Ascenseur",3,1235,f,2,Appartement,61.75,Rosny-sous-Bois,48.8716626,2.4875193,2
3915475,"2 pièces, 1 chambre, 45 m², Étage 0/–, Balcon, Terrasse, Jardin, Parking",2,1300,t,3,Appartement,44.82758620689656,Châtillon,46.6591772,5.7302769,0
3915499,"2 pièces, 1 chambre, 48 m², Étage 1/–, Terrasse, Parking",2,2200,f,2,Appartement,47.82608695652174,Paris 15ème,48.8359147,2.2931262,0
3915527,"2 pièces, 1 chambre, 68 m², Étage 2/7, Parking, Ascenseur",2,2000,f,2,Appartement,68.96551724137932,Boulogne-Billancourt,48.8356649,2.240206,0
3915630,"2 pièces, 1 chambre, 40 m², Étage 0/–",2,1750,f,3,Appartement,39.77272727272727,Paris 16ème,48.856779,2.2724945,0
3974024,"2 pièces, 1 chambre, 33 m², Étage 4/6, Ascenseur",2,895,f,2,Appartement,33.148148148148145,Colombes,48.922788,2.2543577,0
3986384,"3 pièces, 2 chambres, 66 m², Étage 6/7, Ascenseur",3,2065,t,2,Appartement,66.61290322580645,Paris 14ème,48.8339171,2.3288283,2
4006049,"3 pièces, 2 chambres, 67 m², Étage 2/0, Box, Parking, Ascenseur",3,869,f,3,Appartement,66.84615384615384,Melun,48.539927,2.6608169,2
4060888,"2 pièces, 1 chambre, 46 m², Étage 1/2",2,1000,f,3,Appartement,45.45454545454545,L'Haÿ-les-Roses,48.7790514,2.3373021,0
4062583,"3 pièces, 2 chambres, 65 m², Étage 2/0, Balcon, Ascenseur",3,994,t,2,Appartement,66.26666666666667,Savigny-sur-Orge,48.6794572,2.3458417,2
4066626,"2 pièces, 1 chambre, 50 m², Étage 1/6, Parking, Ascenseur",2,1895,t,3,Appartement,49.86842105263158,Paris 8ème,48.8670978,2.3131224,0
4076431,"5 pièces, 4 chambres, 101 m², Étage 7/–, Balcon, Ascenseur",5,2675,f,2,Appartement,102.8846153846154,Clichy,48.9026,2.30551,4
4076544,"5 pièces, 4 chambres, 106 m², Étage 9/–, Balcon, Ascenseur",5,2600,f,2,Duplex,104.0,Clichy,48.9026,2.30551,4
4076545,"5 pièces, 4 chambres, 106 m², Étage 9/–, Balcon, Ascenseur",5,2700,f,2,Duplex,108.0,Clichy,48.9026,2.30551,4
4076917,"5 pièces, 3 chambres, 149 m², Étage 1/6, Jardin, Box, Ascenseur",5,5305,f,3,Appartement,147.36111111111111,Paris 16ème,48.856779,2.2724945,3
4114460,"3 pièces, 2 chambres, 58 m², Étage 0/4, Terrasse, Jardin, Ascenseur",3,1200,f,3,Appartement,57.142857142857146,Vigneux-sur-Seine,48.6998552,2.4172117,2
4114820,"4 pièces, 3 chambres, 106 m², Étage 7/–",4,3131,f,3,Appartement,107.96551724137932,Suresnes,48.8709053,2.2255727,3
4115676,"4 pièces, 3 chambres, 76 m², Étage 1/–, Parking, Ascenseur",4,1330,t,3,Appartement,73.88888888888889,Athis-Mons,48.7079028,2.3890941,3
4115921,"2 pièces, 1 chambre, 45 m², Étage 1/–, Balcon, Terrasse, Ascenseur, Piscine",2,830,t,3,Appartement,46.11111111111112,Sannois,48.9717267,2.2568296,0
4117097,"6 pièces, 4 chambres, 200 m², Étage 4/–, Balcon, Ascenseur",6,7200,t,2,Appartement,200.0,Paris 8ème,48.8670978,2.3131224,4
4117113,"3 pièces, 2 chambres, 70 m², Étage 6/–, Ascenseur",3,1200,f,2,Appartement,70.58823529411765,Thiais,48.7643664,2.391024,2
4117157,"7 pièces, 4 chambres, 152 m², Étage 1/–, Jardin",7,4350,f,2,Appartement,150.0,Boulogne-Billancourt,48.8356649,2.240206,4
4117710,"1 pièce, 15 m², Terrasse, Jardin",1,1100,f,2,Studio,15.068493150684931,Créteil,48.7771486,2.4530731,0
4117822,"1 pièce, 15 m², Terrasse, Jardin",1,1100,f,2,Studio,15.068493150684931,Créteil,48.7771486,2.4530731,0
4117824,"1 pièce, 15 m², Terrasse, Jardin",1,1100,f,2,Studio,15.068493150684931,Créteil,48.7771486,2.4530731,0
4117825,"1 pièce, 15 m², Terrasse, Jardin",1,1100,f,2,Studio,15.068493150684931,Créteil,48.7771486,2.4530731,0
4118603,"3 pièces, 2 chambres, 68 m², Étage 3/3, Parking, Ascenseur",3,1586,f,2,Appartement,68.95652173913044,Versailles,48.8035403,2.1266886,2
4119515,"1 pièce, 13 m², Étage 5/5, Balcon",1,640,f,2,Studio,13.333333333333334,Villejuif,48.7921098,2.3633048,0
4119988,"3 pièces, 2 chambres, 81 m², Étage 4/5",3,2260,t,2,Appartement,80.71428571428571,Levallois-Perret,48.892956,2.2881683,2
4120232,"3 pièces, 2 chambres, 67 m², Étage 1/3, Terrasse",3,1480,t,2,Appartement,67.27272727272727,Sèvres,48.8247407,2.2127083,2
4120253,"4 pièces, 2 chambres, 89 m², Étage 2/3, Balcon",4,2300,t,2,Appartement,88.46153846153847,Le Vésinet,48.894254,2.1347291,2
4122876,"3 pièces, 2 chambres, 80 m², Étage 1/2, Balcon, Parking, Ascenseur",3,1480,f,2,Appartement,77.89473684210526,Bougival,48.8642975,2.1377696,2
4128388,"3 pièces, 2 chambres, 64 m², Étage 7/–, Balcon, Ascenseur",3,1725,f,2,Appartement,63.888888888888886,Clichy,48.9026,2.30551,2
4128479,"3 pièces, 2 chambres, 57 m², Étage 6/–, Balcon, Ascenseur",3,1600,f,2,Appartement,57.142857142857146,Clichy,48.9026,2.30551,2
4128603,"4 pièces, 3 chambres, 88 m², Étage 8/–, Balcon, Ascenseur",4,2400,f,2,Appartement,88.88888888888889,Clichy,48.9026,2.30551,3
4130560,"5 pièces, 4 chambres, 141 m², Étage 1/–, Terrasse, Parking, Ascenseur",5,5000,f,3,Appartement,142.85714285714286,Paris 16ème,48.856779,2.2724945,4
4130978,"5 pièces, 3 chambres, 185 m², Étage 3/–, Ascenseur",5,7700,f,3,Appartement,183.3333333333333,Paris 17ème,48.8791008,2.28743,3
4132693,"4 pièces, 3 chambres, 119 m², Étage 5/7, Terrasse, Parking, Ascenseur",4,4250,f,3,Appartement,118.05555555555556,Paris 16ème,48.856779,2.2724945,3
4133477,"3 pièces, 2 chambres, 74 m², Étage 12/14, 2 balcons, Ascenseur",3,2700,f,3,Appartement,75.0,Paris 15ème,48.8359147,2.2931262,2
4133542,"3 pièces, 2 chambres, 63 m², Étage 2/–, Ascenseur",3,3000,f,2,Appartement,62.5,Paris 1er,48.8646144,2.334396,2
4135347,"5 pièces, 3 chambres, 224 m², Étage 2/0, Ascenseur",5,9850,t,2,Appartement,223.8636363636364,Paris 16ème,48.856779,2.2724945,3
4136446,"3 pièces, 2 chambres, 53 m², Étage 1/0, Box",3,820,f,3,Appartement,51.25,Dammarie-les-Lys,48.5150876,2.6347018,2
4136458,"3 pièces, 2 chambres, 75 m², Étage 3/0, Ascenseur",3,2290,f,2,Appartement,73.87096774193549,Paris 20ème,48.865668,2.3984549,2
4136684,"2 pièces, 1 chambre, 30 m², Étage 6/6, Ascenseur",2,1500,f,2,Appartement,30.0,Paris 17ème,48.8791008,2.28743,0
4137554,"4 pièces, 3 chambres, 70 m², Étage 5/–, Ascenseur",4,580,f,2,Appartement,72.5,Aubervilliers,48.9146078,2.3821895,3
4160341,"2 pièces, 1 chambre, 46 m², Étage 1/1",2,1600,f,3,Appartement,45.71428571428572,Vanves,48.8212037,2.289259,0
4164699,"1 pièce, 14 m², Étage 5/–, Ascenseur",1,780,t,3,Studio,13.928571428571429,Bois-Colombes,48.9148269,2.2674892,0
4164712,"2 pièces, 1 chambre, 52 m², Étage 4/–",2,1605,t,3,Appartement,51.774193548387096,Paris 12ème,48.8420454,2.3962685,0
4164713,"3 pièces, 2 chambres, 68 m², Étage 2/–, Balcon",3,1995,t,3,Appartement,68.79310344827586,Paris 19ème,48.88571455,2.3969715730314958,2
